"ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME",
"ATL","Atlanta, GA","FWA","Fort Wayne, IN",
"ATL","Atlanta, GA","GNV","Gainesville, FL",
"ATL","Atlanta, GA","GPT","Gulfport/Biloxi, MS",
"ATL","Atlanta, GA","GRB","Green Bay, WI",
"ATL","Atlanta, GA","GSO","Greensboro/High Point, NC",
"ATL","Atlanta, GA","GSP","Greer, SC",
"ATL","Atlanta, GA","GTR","Columbus, MS",
"ATL","Atlanta, GA","HOU","Houston, TX",
"ATL","Atlanta, GA","HSV","Huntsville, AL",
"ATL","Atlanta, GA","IAD","Washington, DC",
"ATL","Atlanta, GA","ICT","Wichita, KS",
"ATL","Atlanta, GA","ILM","Wilmington, NC",
"ATL","Atlanta, GA","JAN","Jackson/Vicksburg, MS",
"ATL","Atlanta, GA","LEX","Lexington, KY",
"ATL","Atlanta, GA","LFT","Lafayette, LA",
"ATL","Atlanta, GA","LIT","Little Rock, AR",
"ATL","Atlanta, GA","MDT","Harrisburg, PA",
"ATL","Atlanta, GA","MGM","Montgomery, AL",
"ATL","Atlanta, GA","MLI","Moline, IL",
"ATL","Atlanta, GA","MOB","Mobile, AL",
"ATL","Atlanta, GA","MSN","Madison, WI",
"ATL","Atlanta, GA","MYR","Myrtle Beach, SC",
"ATL","Atlanta, GA","OAJ","Jacksonville/Camp Lejeune, NC",
"ATL","Atlanta, GA","OKC","Oklahoma City, OK",
"ATL","Atlanta, GA","OMA","Omaha, NE",
"ATL","Atlanta, GA","PHL","Philadelphia, PA",
"ATL","Atlanta, GA","ROA","Roanoke, VA",
"ATL","Atlanta, GA","SAV","Savannah, GA",
"ATL","Atlanta, GA","SGF","Springfield, MO",
"ATL","Atlanta, GA","SHV","Shreveport, LA",
"ATL","Atlanta, GA","STL","St. Louis, MO",
"ATL","Atlanta, GA","TLH","Tallahassee, FL",
"ATL","Atlanta, GA","TRI","Bristol/Johnson City/Kingsport, TN",
"ATL","Atlanta, GA","TUL","Tulsa, OK",
"ATL","Atlanta, GA","TYS","Knoxville, TN",
"ATL","Atlanta, GA","VPS","Valparaiso, FL",
"ATL","Atlanta, GA","XNA","Fayetteville, AR",
"ATL","Atlanta, GA","ORD","Chicago, IL",
"ATL","Atlanta, GA","IAH","Houston, TX",
"ATL","Atlanta, GA","EWR","Newark, NJ",
"ATL","Atlanta, GA","DEN","Denver, CO",
"ATL","Atlanta, GA","DEN","Denver, CO",
"ATL","Atlanta, GA","MSY","New Orleans, LA",
"ATL","Atlanta, GA","CLT","Charlotte, NC",
"ATL","Atlanta, GA","BOS","Boston, MA",
"ATL","Atlanta, GA","JFK","New York, NY",
"ATL","Atlanta, GA","MCO","Orlando, FL",
"ATL","Atlanta, GA","FLL","Fort Lauderdale, FL",
"ATL","Atlanta, GA","JFK","New York, NY",
"ATL","Atlanta, GA","FLL","Fort Lauderdale, FL",
"ATL","Atlanta, GA","BOS","Boston, MA",
"ATL","Atlanta, GA","JFK","New York, NY",
"ATL","Atlanta, GA","MCO","Orlando, FL",
"ATL","Atlanta, GA","ILG","Wilmington, DE",
"ATL","Atlanta, GA","BOS","Boston, MA",
"ATL","Atlanta, GA","BHM","Birmingham, AL",
"ATL","Atlanta, GA","PHL","Philadelphia, PA",
"ATL","Atlanta, GA","DFW","Dallas/Fort Worth, TX",
"ATL","Atlanta, GA","SDF","Louisville, KY",
"ATL","Atlanta, GA","MCO","Orlando, FL",
"ATL","Atlanta, GA","PHL","Philadelphia, PA",
"ATL","Atlanta, GA","SDF","Louisville, KY",
"ATL","Atlanta, GA","TYS","Knoxville, TN",
"ATL","Atlanta, GA","GSP","Greer, SC",
"ATL","Atlanta, GA","DFW","Dallas/Fort Worth, TX",
"ATL","Atlanta, GA","SDF","Louisville, KY",
"ATL","Atlanta, GA","PNS","Pensacola, FL",
"ATL","Atlanta, GA","ONT","Ontario, CA",
"ATL","Atlanta, GA","SDF","Louisville, KY",
"ATL","Atlanta, GA","AFW","Dallas/Fort Worth, TX",
"ATL","Atlanta, GA","RFD","Rockford, IL",
"ATL","Atlanta, GA","AFW","Dallas/Fort Worth, TX",
"ATL","Atlanta, GA","VNY","Van Nuys, CA",
"ATL","Atlanta, GA","MSL","Muscle Shoals, AL",
"ATL","Atlanta, GA","CLE","Cleveland, OH",
"ATL","Atlanta, GA","CVG","Cincinnati, OH",
"ATL","Atlanta, GA","STL","St. Louis, MO",
"ATL","Atlanta, GA","IAH","Houston, TX",
"ATL","Atlanta, GA","CMH","Columbus, OH",
"ATL","Atlanta, GA","EWR","Newark, NJ",
"ATL","Atlanta, GA","VPS","Valparaiso, FL",
"ATL","Atlanta, GA","ONT","Ontario, CA",
"ATL","Atlanta, GA","PSP","Palm Springs, CA",
"ATL","Atlanta, GA","TPA","Tampa, FL",
"ATL","Atlanta, GA","DEN","Denver, CO",
"ATL","Atlanta, GA","SLC","Salt Lake City, UT",
"ATL","Atlanta, GA","JAX","Jacksonville, FL",
"ATL","Atlanta, GA","BWI","Baltimore, MD",
"ATL","Atlanta, GA","MKE","Milwaukee, WI",
"ATL","Atlanta, GA","CLT","Charlotte, NC",
"ATL","Atlanta, GA","ORF","Norfolk, VA",
"ATL","Atlanta, GA","MEM","Memphis, TN",
"ATL","Atlanta, GA","IND","Indianapolis, IN",
"ATL","Atlanta, GA","BHM","Birmingham, AL",
"ATL","Atlanta, GA","RDU","Raleigh/Durham, NC",
"ATL","Atlanta, GA","PHL","Philadelphia, PA",
"ATL","Atlanta, GA","MSY","New Orleans, LA",
"ATL","Atlanta, GA","PIT","Pittsburgh, PA",
"ATL","Atlanta, GA","IAD","Washington, DC",
"ATL","Atlanta, GA","BDL","Hartford, CT",
"ATL","Atlanta, GA","BNA","Nashville, TN",
"ATL","Atlanta, GA","LGA","New York, NY",
"ATL","Atlanta, GA","PHX","Phoenix, AZ",
"ATL","Atlanta, GA","ECP","Panama City, FL",
"ATL","Atlanta, GA","SRQ","Sarasota/Bradenton, FL",
"ATL","Atlanta, GA","MCI","Kansas City, MO",
"ATL","Atlanta, GA","STX","Christiansted, VI",
"ATL","Atlanta, GA","JFK","New York, NY",
"ATL","Atlanta, GA","PNS","Pensacola, FL",
"ATL","Atlanta, GA","CHS","Charleston, SC",
"ATL","Atlanta, GA","PBI","West Palm Beach/Palm Beach, FL",
"ATL","Atlanta, GA","RIC","Richmond, VA",
"ATL","Atlanta, GA","DTW","Detroit, MI",
"ATL","Atlanta, GA","MIA","Miami, FL",
"ATL","Atlanta, GA","TPA","Tampa, FL",
"ATL","Atlanta, GA","DEN","Denver, CO",
"ATL","Atlanta, GA","SLC","Salt Lake City, UT",
"ATL","Atlanta, GA","LAS","Las Vegas, NV",
"ATL","Atlanta, GA","SAN","San Diego, CA",
"ATL","Atlanta, GA","MSP","Minneapolis, MN",
"ATL","Atlanta, GA","SEA","Seattle, WA",
"ATL","Atlanta, GA","HNL","Honolulu, HI",
"ATL","Atlanta, GA","LAX","Los Angeles, CA",
"ATL","Atlanta, GA","FLL","Fort Lauderdale, FL",
"ATL","Atlanta, GA","PHX","Phoenix, AZ",
"ATL","Atlanta, GA","JFK","New York, NY",
"ATL","Atlanta, GA","MCO","Orlando, FL",
"ATL","Atlanta, GA","DTW","Detroit, MI",
"ATL","Atlanta, GA","MIA","Miami, FL",
"ATL","Atlanta, GA","SMF","Sacramento, CA",
"ATL","Atlanta, GA","TPA","Tampa, FL",
"ATL","Atlanta, GA","DEN","Denver, CO",
"ATL","Atlanta, GA","SLC","Salt Lake City, UT",
"ATL","Atlanta, GA","LAS","Las Vegas, NV",
"ATL","Atlanta, GA","SAN","San Diego, CA",
"ATL","Atlanta, GA","JAX","Jacksonville, FL",
"ATL","Atlanta, GA","MSP","Minneapolis, MN",
"ATL","Atlanta, GA","SEA","Seattle, WA",
"ATL","Atlanta, GA","RNO","Reno, NV",
"ATL","Atlanta, GA","PDX","Portland, OR",
"ATL","Atlanta, GA","EGE","Eagle, CO",
"ATL","Atlanta, GA","JAC","Jackson, WY",
"ATL","Atlanta, GA","MEM","Memphis, TN",
"ATL","Atlanta, GA","LAX","Los Angeles, CA",
"ATL","Atlanta, GA","FLL","Fort Lauderdale, FL",
"ATL","Atlanta, GA","SJU","San Juan, PR",
"ATL","Atlanta, GA","SFO","San Francisco, CA",
"ATL","Atlanta, GA","SNA","Santa Ana, CA",
"ATL","Atlanta, GA","STT","Charlotte Amalie, VI",
"ATL","Atlanta, GA","JFK","New York, NY",
"ATL","Atlanta, GA","RSW","Fort Myers, FL",
"ATL","Atlanta, GA","MCO","Orlando, FL",
"ATL","Atlanta, GA","PBI","West Palm Beach/Palm Beach, FL",
"ATL","Atlanta, GA","CLE","Cleveland, OH",
"ATL","Atlanta, GA","MIA","Miami, FL",
"ATL","Atlanta, GA","ORD","Chicago, IL",
"ATL","Atlanta, GA","STL","St. Louis, MO",
"ATL","Atlanta, GA","SAT","San Antonio, TX",
"ATL","Atlanta, GA","IAH","Houston, TX",
"ATL","Atlanta, GA","VPS","Valparaiso, FL",
"ATL","Atlanta, GA","ELP","El Paso, TX",
"ATL","Atlanta, GA","EYW","Key West, FL",
"ATL","Atlanta, GA","SLC","Salt Lake City, UT",
"ATL","Atlanta, GA","MSP","Minneapolis, MN",
"ATL","Atlanta, GA","ORF","Norfolk, VA",
"ATL","Atlanta, GA","MEM","Memphis, TN",
"ATL","Atlanta, GA","RDU","Raleigh/Durham, NC",
"ATL","Atlanta, GA","BDL","Hartford, CT",
"ATL","Atlanta, GA","BNA","Nashville, TN",
"ATL","Atlanta, GA","LGA","New York, NY",
"ATL","Atlanta, GA","TLH","Tallahassee, FL",
"ATL","Atlanta, GA","BOS","Boston, MA",
"ATL","Atlanta, GA","DAB","Daytona Beach, FL",
"ATL","Atlanta, GA","AUS","Austin, TX",
"ATL","Atlanta, GA","ECP","Panama City, FL",
"ATL","Atlanta, GA","MCI","Kansas City, MO",
"ATL","Atlanta, GA","SDF","Louisville, KY",
"ATL","Atlanta, GA","JFK","New York, NY",
"ATL","Atlanta, GA","PNS","Pensacola, FL",
"ATL","Atlanta, GA","GRR","Grand Rapids, MI",
"ATL","Atlanta, GA","MLB","Melbourne, FL",
"ATL","Atlanta, GA","CLE","Cleveland, OH",
"ATL","Atlanta, GA","DTW","Detroit, MI",
"ATL","Atlanta, GA","ALB","Albany, NY",
"ATL","Atlanta, GA","MIA","Miami, FL",
"ATL","Atlanta, GA","ORD","Chicago, IL",
"ATL","Atlanta, GA","STL","St. Louis, MO",
"ATL","Atlanta, GA","BOI","Boise, ID",
"ATL","Atlanta, GA","SAT","San Antonio, TX",
"ATL","Atlanta, GA","IAH","Houston, TX",
"ATL","Atlanta, GA","ELP","El Paso, TX",
"ATL","Atlanta, GA","TPA","Tampa, FL",
"ATL","Atlanta, GA","DEN","Denver, CO",
"ATL","Atlanta, GA","SLC","Salt Lake City, UT",
"ATL","Atlanta, GA","LAS","Las Vegas, NV",
"ATL","Atlanta, GA","SAN","San Diego, CA",
"ATL","Atlanta, GA","JAX","Jacksonville, FL",
"ATL","Atlanta, GA","BWI","Baltimore, MD",
"ATL","Atlanta, GA","MSP","Minneapolis, MN",
"ATL","Atlanta, GA","SEA","Seattle, WA",
"ATL","Atlanta, GA","PDX","Portland, OR",
"ATL","Atlanta, GA","ABQ","Albuquerque, NM",
"ATL","Atlanta, GA","MEM","Memphis, TN",
"ATL","Atlanta, GA","IND","Indianapolis, IN",
"ATL","Atlanta, GA","BHM","Birmingham, AL",
"ATL","Atlanta, GA","PIT","Pittsburgh, PA",
"ATL","Atlanta, GA","DFW","Dallas/Fort Worth, TX",
"ATL","Atlanta, GA","LGA","New York, NY",
"ATL","Atlanta, GA","LAX","Los Angeles, CA",
"ATL","Atlanta, GA","BOS","Boston, MA",
"ATL","Atlanta, GA","PHX","Phoenix, AZ",
"ATL","Atlanta, GA","DAB","Daytona Beach, FL",
"ATL","Atlanta, GA","SFO","San Francisco, CA",
"ATL","Atlanta, GA","AUS","Austin, TX",
"ATL","Atlanta, GA","ECP","Panama City, FL",
"ATL","Atlanta, GA","SRQ","Sarasota/Bradenton, FL",
"ATL","Atlanta, GA","TUS","Tucson, AZ",
"ATL","Atlanta, GA","MCI","Kansas City, MO",
"ATL","Atlanta, GA","SDF","Louisville, KY",
"ATL","Atlanta, GA","DCA","Washington, DC",
"ATL","Atlanta, GA","JFK","New York, NY",
"ATL","Atlanta, GA","RSW","Fort Myers, FL",
"ATL","Atlanta, GA","MCO","Orlando, FL",
"ATL","Atlanta, GA","GRR","Grand Rapids, MI",
"ATL","Atlanta, GA","CLE","Cleveland, OH",
"ATL","Atlanta, GA","DTW","Detroit, MI",
"ATL","Atlanta, GA","ALB","Albany, NY",
"ATL","Atlanta, GA","MIA","Miami, FL",
"ATL","Atlanta, GA","ORD","Chicago, IL",
"ATL","Atlanta, GA","STL","St. Louis, MO",
"ATL","Atlanta, GA","BOI","Boise, ID",
"ATL","Atlanta, GA","SAT","San Antonio, TX",
"ATL","Atlanta, GA","IAH","Houston, TX",
"ATL","Atlanta, GA","CMH","Columbus, OH",
"ATL","Atlanta, GA","ELP","El Paso, TX",
"ATL","Atlanta, GA","SLC","Salt Lake City, UT",
"ATL","Atlanta, GA","BWI","Baltimore, MD",
"ATL","Atlanta, GA","MSP","Minneapolis, MN",
"ATL","Atlanta, GA","GEG","Spokane, WA",
"ATL","Atlanta, GA","MEM","Memphis, TN",
"ATL","Atlanta, GA","IND","Indianapolis, IN",
"ATL","Atlanta, GA","RDU","Raleigh/Durham, NC",
"ATL","Atlanta, GA","PHL","Philadelphia, PA",
"ATL","Atlanta, GA","MSY","New Orleans, LA",
"ATL","Atlanta, GA","PIT","Pittsburgh, PA",
"ATL","Atlanta, GA","DFW","Dallas/Fort Worth, TX",
"ATL","Atlanta, GA","LGA","New York, NY",
"ATL","Atlanta, GA","BZN","Bozeman, MT",
"ATL","Atlanta, GA","BOS","Boston, MA",
"ATL","Atlanta, GA","PHX","Phoenix, AZ",
"ATL","Atlanta, GA","DAB","Daytona Beach, FL",
"ATL","Atlanta, GA","AUS","Austin, TX",
"ATL","Atlanta, GA","ECP","Panama City, FL",
"ATL","Atlanta, GA","MCI","Kansas City, MO",
"ATL","Atlanta, GA","DCA","Washington, DC",
"ATL","Atlanta, GA","JFK","New York, NY",
"ATL","Atlanta, GA","PNS","Pensacola, FL",
"ATL","Atlanta, GA","GRR","Grand Rapids, MI",
"ATL","Atlanta, GA","MLB","Melbourne, FL",
"ATL","Atlanta, GA","JFK","New York, NY",
"ATL","Atlanta, GA","DTW","Detroit, MI",
"ATL","Atlanta, GA","ORD","Chicago, IL",
"ATL","Atlanta, GA","MSP","Minneapolis, MN",
"ATL","Atlanta, GA","SEA","Seattle, WA",
"ATL","Atlanta, GA","PHX","Phoenix, AZ",
"ATL","Atlanta, GA","JFK","New York, NY",
"ATL","Atlanta, GA","DTW","Detroit, MI",
"ATL","Atlanta, GA","CVG","Cincinnati, OH",
"ATL","Atlanta, GA","CMH","Columbus, OH",
"ATL","Atlanta, GA","EWR","Newark, NJ",
"ATL","Atlanta, GA","ONT","Ontario, CA",
"ATL","Atlanta, GA","SMF","Sacramento, CA",
"ATL","Atlanta, GA","TPA","Tampa, FL",
"ATL","Atlanta, GA","DEN","Denver, CO",
"ATL","Atlanta, GA","SLC","Salt Lake City, UT",
"ATL","Atlanta, GA","LAS","Las Vegas, NV",
"ATL","Atlanta, GA","SAN","San Diego, CA",
"ATL","Atlanta, GA","JAX","Jacksonville, FL",
"ATL","Atlanta, GA","BWI","Baltimore, MD",
"ATL","Atlanta, GA","MSP","Minneapolis, MN",
"ATL","Atlanta, GA","SEA","Seattle, WA",
"ATL","Atlanta, GA","PDX","Portland, OR",
"ATL","Atlanta, GA","ORF","Norfolk, VA",
"ATL","Atlanta, GA","MEM","Memphis, TN",
"ATL","Atlanta, GA","RDU","Raleigh/Durham, NC",
"ATL","Atlanta, GA","PHL","Philadelphia, PA",
"ATL","Atlanta, GA","MSY","New Orleans, LA",
"ATL","Atlanta, GA","PIT","Pittsburgh, PA",
"ATL","Atlanta, GA","IAD","Washington, DC",
"ATL","Atlanta, GA","BNA","Nashville, TN",
"ATL","Atlanta, GA","LAX","Los Angeles, CA",
"ATL","Atlanta, GA","FLL","Fort Lauderdale, FL",
"ATL","Atlanta, GA","PHX","Phoenix, AZ",
"ATL","Atlanta, GA","SJU","San Juan, PR",
"ATL","Atlanta, GA","SFO","San Francisco, CA",
"ATL","Atlanta, GA","SRQ","Sarasota/Bradenton, FL",
"ATL","Atlanta, GA","JFK","New York, NY",
"ATL","Atlanta, GA","RSW","Fort Myers, FL",
"ATL","Atlanta, GA","PNS","Pensacola, FL",
"ATL","Atlanta, GA","MCO","Orlando, FL",
"ATL","Atlanta, GA","CHS","Charleston, SC",
"ATL","Atlanta, GA","PBI","West Palm Beach/Palm Beach, FL",
"ATL","Atlanta, GA","RIC","Richmond, VA",
"ATL","Atlanta, GA","PWM","Portland, ME",
"ATL","Atlanta, GA","CLE","Cleveland, OH",
"ATL","Atlanta, GA","ALB","Albany, NY",
"ATL","Atlanta, GA","CVG","Cincinnati, OH",
"ATL","Atlanta, GA","BUF","Buffalo, NY",
"ATL","Atlanta, GA","ORD","Chicago, IL",
"ATL","Atlanta, GA","STL","St. Louis, MO",
"ATL","Atlanta, GA","SAT","San Antonio, TX",
"ATL","Atlanta, GA","IAH","Houston, TX",
"ATL","Atlanta, GA","CMH","Columbus, OH",
"ATL","Atlanta, GA","EWR","Newark, NJ",
"ATL","Atlanta, GA","VPS","Valparaiso, FL",
"ATL","Atlanta, GA","GSO","Greensboro/High Point, NC",
"ATL","Atlanta, GA","OMA","Omaha, NE",
"ATL","Atlanta, GA","BWI","Baltimore, MD",
"ATL","Atlanta, GA","GSP","Greer, SC",
"ATL","Atlanta, GA","SYR","Syracuse, NY",
"ATL","Atlanta, GA","MKE","Milwaukee, WI",
"ATL","Atlanta, GA","CLT","Charlotte, NC",
"ATL","Atlanta, GA","MYR","Myrtle Beach, SC",
"ATL","Atlanta, GA","ORF","Norfolk, VA",
"ATL","Atlanta, GA","MEM","Memphis, TN",
"ATL","Atlanta, GA","IND","Indianapolis, IN",
"ATL","Atlanta, GA","BHM","Birmingham, AL",
"ATL","Atlanta, GA","DAL","Dallas, TX",
"ATL","Atlanta, GA","RDU","Raleigh/Durham, NC",
"ATL","Atlanta, GA","HOU","Houston, TX",
"ATL","Atlanta, GA","PHL","Philadelphia, PA",
"ATL","Atlanta, GA","MSY","New Orleans, LA",
"ATL","Atlanta, GA","PIT","Pittsburgh, PA",
"ATL","Atlanta, GA","IAD","Washington, DC",
"ATL","Atlanta, GA","BDL","Hartford, CT",
"ATL","Atlanta, GA","BNA","Nashville, TN",
"ATL","Atlanta, GA","TUL","Tulsa, OK",
"ATL","Atlanta, GA","TLH","Tallahassee, FL",
"ATL","Atlanta, GA","BOS","Boston, MA",
"ATL","Atlanta, GA","DAB","Daytona Beach, FL",
"ATL","Atlanta, GA","MDW","Chicago, IL",
"ATL","Atlanta, GA","ECP","Panama City, FL",
"ATL","Atlanta, GA","ICT","Wichita, KS",
"ATL","Atlanta, GA","CAE","Columbia, SC",
"ATL","Atlanta, GA","SDF","Louisville, KY",
"ATL","Atlanta, GA","RSW","Fort Myers, FL",
"ATL","Atlanta, GA","PNS","Pensacola, FL",
"ATL","Atlanta, GA","MCO","Orlando, FL",
"ATL","Atlanta, GA","CHS","Charleston, SC",
"ATL","Atlanta, GA","RIC","Richmond, VA",
"ATL","Atlanta, GA","ROC","Rochester, NY",
"ATL","Atlanta, GA","OKC","Oklahoma City, OK",
"ATL","Atlanta, GA","SAV","Savannah, GA",
"ATL","Atlanta, GA","LIT","Little Rock, AR",
"ATL","Atlanta, GA","MLB","Melbourne, FL",
"ATL","Atlanta, GA","MSP","Minneapolis, MN",
"ATL","Atlanta, GA","DTW","Detroit, MI",
"ATL","Atlanta, GA","TPA","Tampa, FL",
"ATL","Atlanta, GA","DEN","Denver, CO",
"ATL","Atlanta, GA","SLC","Salt Lake City, UT",
"ATL","Atlanta, GA","LAS","Las Vegas, NV",
"ATL","Atlanta, GA","SAN","San Diego, CA",
"ATL","Atlanta, GA","SEA","Seattle, WA",
"ATL","Atlanta, GA","LAX","Los Angeles, CA",
"ATL","Atlanta, GA","FLL","Fort Lauderdale, FL",
"ATL","Atlanta, GA","PHX","Phoenix, AZ",
"ATL","Atlanta, GA","JFK","New York, NY",
"ATL","Atlanta, GA","MCO","Orlando, FL",
"ATL","Atlanta, GA","DTW","Detroit, MI",
"ATL","Atlanta, GA","TPA","Tampa, FL",
"ATL","Atlanta, GA","DEN","Denver, CO",
"ATL","Atlanta, GA","SLC","Salt Lake City, UT",
"ATL","Atlanta, GA","LAS","Las Vegas, NV",
"ATL","Atlanta, GA","JAX","Jacksonville, FL",
"ATL","Atlanta, GA","MSP","Minneapolis, MN",
"ATL","Atlanta, GA","SEA","Seattle, WA",
"ATL","Atlanta, GA","LAX","Los Angeles, CA",
"ATL","Atlanta, GA","FLL","Fort Lauderdale, FL",
"ATL","Atlanta, GA","MCO","Orlando, FL",
"ATL","Atlanta, GA","CSG","Columbus, GA",
"ATL","Atlanta, GA","TYS","Knoxville, TN",
"ATL","Atlanta, GA","GNV","Gainesville, FL",
"ATL","Atlanta, GA","IND","Indianapolis, IN",
"ATL","Atlanta, GA","RDU","Raleigh/Durham, NC",
"ATL","Atlanta, GA","CVG","Cincinnati, OH",
"ATL","Atlanta, GA","DTW","Detroit, MI",
"ATL","Atlanta, GA","MIA","Miami, FL",
"ATL","Atlanta, GA","ORD","Chicago, IL",
"ATL","Atlanta, GA","SAT","San Antonio, TX",
"ATL","Atlanta, GA","EWR","Newark, NJ",
"ATL","Atlanta, GA","CSG","Columbus, GA",
"ATL","Atlanta, GA","GSP","Greer, SC",
"ATL","Atlanta, GA","GNV","Gainesville, FL",
"ATL","Atlanta, GA","TCL","Tuscaloosa, AL",
"ATL","Atlanta, GA","CLT","Charlotte, NC",
"ATL","Atlanta, GA","MEM","Memphis, TN",
"ATL","Atlanta, GA","RDU","Raleigh/Durham, NC",
"ATL","Atlanta, GA","LEX","Lexington, KY",
"ATL","Atlanta, GA","HPN","White Plains, NY",
"ATL","Atlanta, GA","MCO","Orlando, FL",
"ATL","Atlanta, GA","OKC","Oklahoma City, OK",
"ATL","Atlanta, GA","GNV","Gainesville, FL",
"ATL","Atlanta, GA","MSY","New Orleans, LA",
"ATL","Atlanta, GA","TPA","Tampa, FL",
"ATL","Atlanta, GA","GSP","Greer, SC",
"ATL","Atlanta, GA","CLT","Charlotte, NC",
"ATL","Atlanta, GA","RDU","Raleigh/Durham, NC",
"ATL","Atlanta, GA","BNA","Nashville, TN",
"ATL","Atlanta, GA","LAX","Los Angeles, CA",
"ATL","Atlanta, GA","MCI","Kansas City, MO",
"ATL","Atlanta, GA","MIA","Miami, FL",
"ATL","Atlanta, GA","BTR","Baton Rouge, LA",
"ATL","Atlanta, GA","GNV","Gainesville, FL",
"ATL","Atlanta, GA","FOE","Topeka, KS",
"ATL","Atlanta, GA","TYS","Knoxville, TN",
"ATL","Atlanta, GA","COU","Columbia, MO",
"ATL","Atlanta, GA","GNV","Gainesville, FL",
"ATL","Atlanta, GA","RDU","Raleigh/Durham, NC",
"ATL","Atlanta, GA","BNA","Nashville, TN",
"ATL","Atlanta, GA","AHN","Athens, GA",
"ATL","Atlanta, GA","BUF","Buffalo, NY",
"ATL","Atlanta, GA","MIA","Miami, FL",
"ATL","Atlanta, GA","SBN","South Bend, IN",
"ATL","Atlanta, GA","PIT","Pittsburgh, PA",
"ATL","Atlanta, GA","CLE","Cleveland, OH",
"ATL","Atlanta, GA","STL","St. Louis, MO",
"ATL","Atlanta, GA","SAT","San Antonio, TX",
"ATL","Atlanta, GA","CMH","Columbus, OH",
"ATL","Atlanta, GA","OMA","Omaha, NE",
"ATL","Atlanta, GA","TPA","Tampa, FL",
"ATL","Atlanta, GA","DEN","Denver, CO",
"ATL","Atlanta, GA","LAS","Las Vegas, NV",
"ATL","Atlanta, GA","JAX","Jacksonville, FL",
"ATL","Atlanta, GA","BWI","Baltimore, MD",
"ATL","Atlanta, GA","GSP","Greer, SC",
"ATL","Atlanta, GA","MKE","Milwaukee, WI",
"ATL","Atlanta, GA","MEM","Memphis, TN",
"ATL","Atlanta, GA","IND","Indianapolis, IN",
"ATL","Atlanta, GA","DAL","Dallas, TX",
"ATL","Atlanta, GA","RDU","Raleigh/Durham, NC",
"ATL","Atlanta, GA","HOU","Houston, TX",
"ATL","Atlanta, GA","PHL","Philadelphia, PA",
"ATL","Atlanta, GA","MSY","New Orleans, LA",
"ATL","Atlanta, GA","PIT","Pittsburgh, PA",
"ATL","Atlanta, GA","IAD","Washington, DC",
"ATL","Atlanta, GA","BNA","Nashville, TN",
"ATL","Atlanta, GA","LGA","New York, NY",
"ATL","Atlanta, GA","FLL","Fort Lauderdale, FL",
"ATL","Atlanta, GA","PHX","Phoenix, AZ",
"ATL","Atlanta, GA","AUS","Austin, TX",
"ATL","Atlanta, GA","MDW","Chicago, IL",
"ATL","Atlanta, GA","MCI","Kansas City, MO",
"ATL","Atlanta, GA","SDF","Louisville, KY",
"ATL","Atlanta, GA","DCA","Washington, DC",
"ATL","Atlanta, GA","RSW","Fort Myers, FL",
"ATL","Atlanta, GA","MCO","Orlando, FL",
"ATL","Atlanta, GA","PBI","West Palm Beach/Palm Beach, FL",
"ATL","Atlanta, GA","RIC","Richmond, VA",
"ATL","Atlanta, GA","OKC","Oklahoma City, OK",
"ATL","Atlanta, GA","LIT","Little Rock, AR",
"ATL","Atlanta, GA","AEX","Alexandria, LA",
"ATL","Atlanta, GA","BFM","Mobile, AL",
"ATL","Atlanta, GA","MCO","Orlando, FL",
"ATL","Atlanta, GA","MIA","Miami, FL",
"ATL","Atlanta, GA","IAH","Houston, TX",
"ATL","Atlanta, GA","CLT","Charlotte, NC",
"ATL","Atlanta, GA","DFW","Dallas/Fort Worth, TX",
"ATL","Atlanta, GA","PHX","Phoenix, AZ",
"ATL","Atlanta, GA","DCA","Washington, DC",
"ATL","Atlanta, GA","MIA","Miami, FL",
"ATL","Atlanta, GA","DFW","Dallas/Fort Worth, TX",
"ATL","Atlanta, GA","CLT","Charlotte, NC",
"ATL","Atlanta, GA","DFW","Dallas/Fort Worth, TX",
"ATL","Atlanta, GA","ORD","Chicago, IL",
"ATL","Atlanta, GA","CLT","Charlotte, NC",
"ATL","Atlanta, GA","ORD","Chicago, IL",
"ATL","Atlanta, GA","IAH","Houston, TX",
"ATL","Atlanta, GA","EWR","Newark, NJ",
"ATL","Atlanta, GA","IAH","Houston, TX",
"ATL","Atlanta, GA","EWR","Newark, NJ",
"ATL","Atlanta, GA","ORD","Chicago, IL",
"ATL","Atlanta, GA","IAH","Houston, TX",
"ATL","Atlanta, GA","EWR","Newark, NJ",
"ATL","Atlanta, GA","DEN","Denver, CO",
"ATL","Atlanta, GA","IAD","Washington, DC",
"ATL","Atlanta, GA","BWI","Baltimore, MD",
"ATT","Atmautluak, AK","BET","Bethel, AK",
"ATT","Atmautluak, AK","KUK","Kasigluk, AK",
"ATT","Atmautluak, AK","BET","Bethel, AK",
"ATT","Atmautluak, AK","KUK","Kasigluk, AK",
"ATT","Atmautluak, AK","NUP","Nunapitchuk, AK",
"ATT","Atmautluak, AK","BET","Bethel, AK",
"ATT","Atmautluak, AK","BET","Bethel, AK",
"ATT","Atmautluak, AK","KSM","St. Mary's, AK",
"ATT","Atmautluak, AK","BET","Bethel, AK",
"ATT","Atmautluak, AK","NUP","Nunapitchuk, AK",
"ATT","Atmautluak, AK","BET","Bethel, AK",
